OfficerID,CaseID,OfficerName,Rank,PoliceStation,Contact,RankID,DesignationID,UnitID,DistrictID,StateID,Email,Status,JoiningDate
OFF297,CASE00093,Hubballi City Officer 2,Deputy Superintendent of Police,Hubballi City Central PS,948080292,R006,DES005,U083,DIS020,ST001,officer.off297@ksp.gov.in,Active,2018-06-15
OFF298,CASE00094,Hubballi City Officer 3,Circle Inspector,Hubballi City Cyber Crime PS,948080293,R007,DES001,U084,DIS020,ST001,officer.off298@ksp.gov.in,Active,2018-06-15
OFF299,CASE00095,Hubballi City Officer 4,Police Sub-Inspector,Hubballi City Traffic PS,948080294,R008,DES002,U085,DIS020,ST001,officer.off299@ksp.gov.in,Active,2018-06-15
OFF300,CASE00096,Hubballi City Officer 5,Assistant Sub-Inspector,Hubballi City Town PS,948080295,R009,DES003,U082,DIS020,ST001,officer.off300@ksp.gov.in,Active,2018-06-15
OFF301,CASE00097,Hubballi City Officer 6,Head Constable,Hubballi City Central PS,948080296,R010,DES009,U083,DIS020,ST001,officer.off301@ksp.gov.in,Active,2018-06-15
OFF302,CASE00098,Hubballi City Officer 7,Police Constable,Hubballi City Cyber Crime PS,948080297,R010,DES009,U084,DIS020,ST001,officer.off302@ksp.gov.in,Active,2018-06-15
OFF303,CASE00099,Hubballi City Officer 8,CID Officer,Hubballi City Traffic PS,948080298,R004,DES004,U085,DIS020,ST001,officer.off303@ksp.gov.in,Active,2018-06-15
OFF304,CASE00100,Hubballi City Officer 9,Crime Branch Specialist,Hubballi City Town PS,948080299,R006,DES007,U082,DIS020,ST001,officer.off304@ksp.gov.in,Active,2018-06-15
OFF305,CASE00001,Hubballi City Officer 10,Superintendent of Police,Hubballi City Central PS,948080300,R005,DES005,U083,DIS020,ST001,officer.off305@ksp.gov.in,Active,2018-06-15
OFF306,CASE00002,Hubballi City Officer 11,Deputy Superintendent of Police,Hubballi City Cyber Crime PS,948080301,R006,DES005,U084,DIS020,ST001,officer.off306@ksp.gov.in,Active,2018-06-15
OFF307,CASE00003,Hubballi City Officer 12,Circle Inspector,Hubballi City Traffic PS,948080302,R007,DES001,U085,DIS020,ST001,officer.off307@ksp.gov.in,Active,2018-06-15
OFF308,CASE00004,Hubballi City Officer 13,Police Sub-Inspector,Hubballi City Town PS,948080303,R008,DES002,U082,DIS020,ST001,officer.off308@ksp.gov.in,Active,2018-06-15
OFF309,CASE00005,Hubballi City Officer 14,Assistant Sub-Inspector,Hubballi City Central PS,948080304,R009,DES003,U083,DIS020,ST001,officer.off309@ksp.gov.in,Active,2018-06-15
OFF310,CASE00006,Hubballi City Officer 15,Head Constable,Hubballi City Cyber Crime PS,948080305,R010,DES009,U084,DIS020,ST001,officer.off310@ksp.gov.in,Active,2018-06-15
OFF311,CASE00007,Gadag Officer 1,Superintendent of Police,Gadag Town PS,948080306,R005,DES005,U086,DIS021,ST001,officer.off311@ksp.gov.in,Active,2018-06-15
OFF312,CASE00008,Gadag Officer 2,Deputy Superintendent of Police,Gadag Central PS,948080307,R006,DES005,U087,DIS021,ST001,officer.off312@ksp.gov.in,Active,2018-06-15
OFF313,CASE00009,Gadag Officer 3,Circle Inspector,Gadag Cyber Crime PS,948080308,R007,DES001,U088,DIS021,ST001,officer.off313@ksp.gov.in,Active,2018-06-15
OFF314,CASE00010,Gadag Officer 4,Police Sub-Inspector,Gadag Traffic PS,948080309,R008,DES002,U089,DIS021,ST001,officer.off314@ksp.gov.in,Active,2018-06-15
OFF315,CASE00011,Gadag Officer 5,Assistant Sub-Inspector,Gadag Town PS,948080310,R009,DES003,U086,DIS021,ST001,officer.off315@ksp.gov.in,Active,2018-06-15
OFF316,CASE00012,Gadag Officer 6,Head Constable,Gadag Central PS,948080311,R010,DES009,U087,DIS021,ST001,officer.off316@ksp.gov.in,Active,2018-06-15
OFF317,CASE00013,Gadag Officer 7,Police Constable,Gadag Cyber Crime PS,948080312,R010,DES009,U088,DIS021,ST001,officer.off317@ksp.gov.in,Active,2018-06-15
OFF318,CASE00014,Gadag Officer 8,CID Officer,Gadag Traffic PS,948080313,R004,DES004,U089,DIS021,ST001,officer.off318@ksp.gov.in,Active,2018-06-15
OFF319,CASE00015,Gadag Officer 9,Crime Branch Specialist,Gadag Town PS,948080314,R006,DES007,U086,DIS021,ST001,officer.off319@ksp.gov.in,Active,2018-06-15
OFF320,CASE00016,Gadag Officer 10,Superintendent of Police,Gadag Central PS,948080315,R005,DES005,U087,DIS021,ST001,officer.off320@ksp.gov.in,Active,2018-06-15
OFF321,CASE00017,Gadag Officer 11,Deputy Superintendent of Police,Gadag Cyber Crime PS,948080316,R006,DES005,U088,DIS021,ST001,officer.off321@ksp.gov.in,Active,2018-06-15
OFF322,CASE00018,Gadag Officer 12,Circle Inspector,Gadag Traffic PS,948080317,R007,DES001,U089,DIS021,ST001,officer.off322@ksp.gov.in,Active,2018-06-15
OFF323,CASE00019,Gadag Officer 13,Police Sub-Inspector,Gadag Town PS,948080318,R008,DES002,U086,DIS021,ST001,officer.off323@ksp.gov.in,Active,2018-06-15
OFF324,CASE00020,Gadag Officer 14,Assistant Sub-Inspector,Gadag Central PS,948080319,R009,DES003,U087,DIS021,ST001,officer.off324@ksp.gov.in,Active,2018-06-15
OFF325,CASE00021,Gadag Officer 15,Head Constable,Gadag Cyber Crime PS,948080320,R010,DES009,U088,DIS021,ST001,officer.off325@ksp.gov.in,Active,2018-06-15
OFF326,CASE00022,Haveri Officer 1,Superintendent of Police,Haveri Town PS,948080321,R005,DES005,U090,DIS022,ST001,officer.off326@ksp.gov.in,Active,2018-06-15
OFF327,CASE00023,Haveri Officer 2,Deputy Superintendent of Police,Haveri Central PS,948080322,R006,DES005,U091,DIS022,ST001,officer.off327@ksp.gov.in,Active,2018-06-15
OFF328,CASE00024,Haveri Officer 3,Circle Inspector,Haveri Cyber Crime PS,948080323,R007,DES001,U092,DIS022,ST001,officer.off328@ksp.gov.in,Active,2018-06-15
OFF329,CASE00025,Haveri Officer 4,Police Sub-Inspector,Haveri Traffic PS,948080324,R008,DES002,U093,DIS022,ST001,officer.off329@ksp.gov.in,Active,2018-06-15
OFF330,CASE00026,Haveri Officer 5,Assistant Sub-Inspector,Haveri Town PS,948080325,R009,DES003,U090,DIS022,ST001,officer.off330@ksp.gov.in,Active,2018-06-15
OFF331,CASE00027,Haveri Officer 6,Head Constable,Haveri Central PS,948080326,R010,DES009,U091,DIS022,ST001,officer.off331@ksp.gov.in,Active,2018-06-15
OFF332,CASE00028,Haveri Officer 7,Police Constable,Haveri Cyber Crime PS,948080327,R010,DES009,U092,DIS022,ST001,officer.off332@ksp.gov.in,Active,2018-06-15
OFF333,CASE00029,Haveri Officer 8,CID Officer,Haveri Traffic PS,948080328,R004,DES004,U093,DIS022,ST001,officer.off333@ksp.gov.in,Active,2018-06-15
OFF334,CASE00030,Haveri Officer 9,Crime Branch Specialist,Haveri Town PS,948080329,R006,DES007,U090,DIS022,ST001,officer.off334@ksp.gov.in,Active,2018-06-15
OFF335,CASE00031,Haveri Officer 10,Superintendent of Police,Haveri Central PS,948080330,R005,DES005,U091,DIS022,ST001,officer.off335@ksp.gov.in,Active,2018-06-15
OFF336,CASE00032,Haveri Officer 11,Deputy Superintendent of Police,Haveri Cyber Crime PS,948080331,R006,DES005,U092,DIS022,ST001,officer.off336@ksp.gov.in,Active,2018-06-15
OFF337,CASE00033,Haveri Officer 12,Circle Inspector,Haveri Traffic PS,948080332,R007,DES001,U093,DIS022,ST001,officer.off337@ksp.gov.in,Active,2018-06-15
OFF338,CASE00034,Haveri Officer 13,Police Sub-Inspector,Haveri Town PS,948080333,R008,DES002,U090,DIS022,ST001,officer.off338@ksp.gov.in,Active,2018-06-15
OFF339,CASE00035,Haveri Officer 14,Assistant Sub-Inspector,Haveri Central PS,948080334,R009,DES003,U091,DIS022,ST001,officer.off339@ksp.gov.in,Active,2018-06-15
OFF340,CASE00036,Haveri Officer 15,Head Constable,Haveri Cyber Crime PS,948080335,R010,DES009,U092,DIS022,ST001,officer.off340@ksp.gov.in,Active,2018-06-15
OFF341,CASE00037,Vijayapura Officer 1,Superintendent of Police,Vijayapura Town PS,948080336,R005,DES005,U094,DIS023,ST001,officer.off341@ksp.gov.in,Active,2018-06-15
OFF342,CASE00038,Vijayapura Officer 2,Deputy Superintendent of Police,Vijayapura Central PS,948080337,R006,DES005,U095,DIS023,ST001,officer.off342@ksp.gov.in,Active,2018-06-15
OFF343,CASE00039,Vijayapura Officer 3,Circle Inspector,Vijayapura Cyber Crime PS,948080338,R007,DES001,U096,DIS023,ST001,officer.off343@ksp.gov.in,Active,2018-06-15
OFF344,CASE00040,Vijayapura Officer 4,Police Sub-Inspector,Vijayapura Traffic PS,948080339,R008,DES002,U097,DIS023,ST001,officer.off344@ksp.gov.in,Active,2018-06-15
OFF345,CASE00041,Vijayapura Officer 5,Assistant Sub-Inspector,Vijayapura Town PS,948080340,R009,DES003,U094,DIS023,ST001,officer.off345@ksp.gov.in,Active,2018-06-15
OFF346,CASE00042,Vijayapura Officer 6,Head Constable,Vijayapura Central PS,948080341,R010,DES009,U095,DIS023,ST001,officer.off346@ksp.gov.in,Active,2018-06-15
OFF347,CASE00043,Vijayapura Officer 7,Police Constable,Vijayapura Cyber Crime PS,948080342,R010,DES009,U096,DIS023,ST001,officer.off347@ksp.gov.in,Active,2018-06-15
OFF348,CASE00044,Vijayapura Officer 8,CID Officer,Vijayapura Traffic PS,948080343,R004,DES004,U097,DIS023,ST001,officer.off348@ksp.gov.in,Active,2018-06-15
OFF349,CASE00045,Vijayapura Officer 9,Crime Branch Specialist,Vijayapura Town PS,948080344,R006,DES007,U094,DIS023,ST001,officer.off349@ksp.gov.in,Active,2018-06-15
OFF350,CASE00046,Vijayapura Officer 10,Superintendent of Police,Vijayapura Central PS,948080345,R005,DES005,U095,DIS023,ST001,officer.off350@ksp.gov.in,Active,2018-06-15
OFF351,CASE00047,Vijayapura Officer 11,Deputy Superintendent of Police,Vijayapura Cyber Crime PS,948080346,R006,DES005,U096,DIS023,ST001,officer.off351@ksp.gov.in,Active,2018-06-15
OFF352,CASE00048,Vijayapura Officer 12,Circle Inspector,Vijayapura Traffic PS,948080347,R007,DES001,U097,DIS023,ST001,officer.off352@ksp.gov.in,Active,2018-06-15
OFF353,CASE00049,Vijayapura Officer 13,Police Sub-Inspector,Vijayapura Town PS,948080348,R008,DES002,U094,DIS023,ST001,officer.off353@ksp.gov.in,Active,2018-06-15
OFF354,CASE00050,Vijayapura Officer 14,Assistant Sub-Inspector,Vijayapura Central PS,948080349,R009,DES003,U095,DIS023,ST001,officer.off354@ksp.gov.in,Active,2018-06-15
OFF355,CASE00051,Vijayapura Officer 15,Head Constable,Vijayapura Cyber Crime PS,948080350,R010,DES009,U096,DIS023,ST001,officer.off355@ksp.gov.in,Active,2018-06-15
OFF356,CASE00052,Bagalkote Officer 1,Superintendent of Police,Bagalkote Town PS,948080351,R005,DES005,U098,DIS024,ST001,officer.off356@ksp.gov.in,Active,2018-06-15
OFF357,CASE00053,Bagalkote Officer 2,Deputy Superintendent of Police,Bagalkote Central PS,948080352,R006,DES005,U099,DIS024,ST001,officer.off357@ksp.gov.in,Active,2018-06-15
OFF358,CASE00054,Bagalkote Officer 3,Circle Inspector,Bagalkote Cyber Crime PS,948080353,R007,DES001,U100,DIS024,ST001,officer.off358@ksp.gov.in,Active,2018-06-15
OFF359,CASE00055,Bagalkote Officer 4,Police Sub-Inspector,Bagalkote Traffic PS,948080354,R008,DES002,U101,DIS024,ST001,officer.off359@ksp.gov.in,Active,2018-06-15
OFF360,CASE00056,Bagalkote Officer 5,Assistant Sub-Inspector,Bagalkote Town PS,948080355,R009,DES003,U098,DIS024,ST001,officer.off360@ksp.gov.in,Active,2018-06-15
OFF361,CASE00057,Bagalkote Officer 6,Head Constable,Bagalkote Central PS,948080356,R010,DES009,U099,DIS024,ST001,officer.off361@ksp.gov.in,Active,2018-06-15
OFF362,CASE00058,Bagalkote Officer 7,Police Constable,Bagalkote Cyber Crime PS,948080357,R010,DES009,U100,DIS024,ST001,officer.off362@ksp.gov.in,Active,2018-06-15
OFF363,CASE00059,Bagalkote Officer 8,CID Officer,Bagalkote Traffic PS,948080358,R004,DES004,U101,DIS024,ST001,officer.off363@ksp.gov.in,Active,2018-06-15
OFF364,CASE00060,Bagalkote Officer 9,Crime Branch Specialist,Bagalkote Town PS,948080359,R006,DES007,U098,DIS024,ST001,officer.off364@ksp.gov.in,Active,2018-06-15
OFF365,CASE00061,Bagalkote Officer 10,Superintendent of Police,Bagalkote Central PS,948080360,R005,DES005,U099,DIS024,ST001,officer.off365@ksp.gov.in,Active,2018-06-15
OFF366,CASE00062,Bagalkote Officer 11,Deputy Superintendent of Police,Bagalkote Cyber Crime PS,948080361,R006,DES005,U100,DIS024,ST001,officer.off366@ksp.gov.in,Active,2018-06-15
OFF367,CASE00063,Bagalkote Officer 12,Circle Inspector,Bagalkote Traffic PS,948080362,R007,DES001,U101,DIS024,ST001,officer.off367@ksp.gov.in,Active,2018-06-15
OFF368,CASE00064,Bagalkote Officer 13,Police Sub-Inspector,Bagalkote Town PS,948080363,R008,DES002,U098,DIS024,ST001,officer.off368@ksp.gov.in,Active,2018-06-15
OFF369,CASE00065,Bagalkote Officer 14,Assistant Sub-Inspector,Bagalkote Central PS,948080364,R009,DES003,U099,DIS024,ST001,officer.off369@ksp.gov.in,Active,2018-06-15
OFF370,CASE00066,Bagalkote Officer 15,Head Constable,Bagalkote Cyber Crime PS,948080365,R010,DES009,U100,DIS024,ST001,officer.off370@ksp.gov.in,Active,2018-06-15
OFF371,CASE00067,Kalaburagi Officer 1,Superintendent of Police,Kalaburagi Town PS,948080366,R005,DES005,U102,DIS025,ST001,officer.off371@ksp.gov.in,Active,2018-06-15
OFF372,CASE00068,Kalaburagi Officer 2,Deputy Superintendent of Police,Kalaburagi Central PS,948080367,R006,DES005,U103,DIS025,ST001,officer.off372@ksp.gov.in,Active,2018-06-15
OFF373,CASE00069,Kalaburagi Officer 3,Circle Inspector,Kalaburagi Cyber Crime PS,948080368,R007,DES001,U104,DIS025,ST001,officer.off373@ksp.gov.in,Active,2018-06-15
OFF374,CASE00070,Kalaburagi Officer 4,Police Sub-Inspector,Kalaburagi Traffic PS,948080369,R008,DES002,U105,DIS025,ST001,officer.off374@ksp.gov.in,Active,2018-06-15
OFF375,CASE00071,Kalaburagi Officer 5,Assistant Sub-Inspector,Kalaburagi Town PS,948080370,R009,DES003,U102,DIS025,ST001,officer.off375@ksp.gov.in,Active,2018-06-15
OFF376,CASE00072,Kalaburagi Officer 6,Head Constable,Kalaburagi Central PS,948080371,R010,DES009,U103,DIS025,ST001,officer.off376@ksp.gov.in,Active,2018-06-15
OFF377,CASE00073,Kalaburagi Officer 7,Police Constable,Kalaburagi Cyber Crime PS,948080372,R010,DES009,U104,DIS025,ST001,officer.off377@ksp.gov.in,Active,2018-06-15
OFF378,CASE00074,Kalaburagi Officer 8,CID Officer,Kalaburagi Traffic PS,948080373,R004,DES004,U105,DIS025,ST001,officer.off378@ksp.gov.in,Active,2018-06-15
OFF379,CASE00075,Kalaburagi Officer 9,Crime Branch Specialist,Kalaburagi Town PS,948080374,R006,DES007,U102,DIS025,ST001,officer.off379@ksp.gov.in,Active,2018-06-15
OFF380,CASE00076,Kalaburagi Officer 10,Superintendent of Police,Kalaburagi Central PS,948080375,R005,DES005,U103,DIS025,ST001,officer.off380@ksp.gov.in,Active,2018-06-15
OFF381,CASE00077,Kalaburagi Officer 11,Deputy Superintendent of Police,Kalaburagi Cyber Crime PS,948080376,R006,DES005,U104,DIS025,ST001,officer.off381@ksp.gov.in,Active,2018-06-15
OFF382,CASE00078,Kalaburagi Officer 12,Circle Inspector,Kalaburagi Traffic PS,948080377,R007,DES001,U105,DIS025,ST001,officer.off382@ksp.gov.in,Active,2018-06-15
OFF383,CASE00079,Kalaburagi Officer 13,Police Sub-Inspector,Kalaburagi Town PS,948080378,R008,DES002,U102,DIS025,ST001,officer.off383@ksp.gov.in,Active,2018-06-15
OFF384,CASE00080,Kalaburagi Officer 14,Assistant Sub-Inspector,Kalaburagi Central PS,948080379,R009,DES003,U103,DIS025,ST001,officer.off384@ksp.gov.in,Active,2018-06-15
OFF385,CASE00081,Kalaburagi Officer 15,Head Constable,Kalaburagi Cyber Crime PS,948080380,R010,DES009,U104,DIS025,ST001,officer.off385@ksp.gov.in,Active,2018-06-15
OFF386,CASE00082,Bidar Officer 1,Superintendent of Police,Bidar Town PS,948080381,R005,DES005,U106,DIS026,ST001,officer.off386@ksp.gov.in,Active,2018-06-15
OFF387,CASE00083,Bidar Officer 2,Deputy Superintendent of Police,Bidar Central PS,948080382,R006,DES005,U107,DIS026,ST001,officer.off387@ksp.gov.in,Active,2018-06-15
OFF388,CASE00084,Bidar Officer 3,Circle Inspector,Bidar Cyber Crime PS,948080383,R007,DES001,U108,DIS026,ST001,officer.off388@ksp.gov.in,Active,2018-06-15
OFF389,CASE00085,Bidar Officer 4,Police Sub-Inspector,Bidar Traffic PS,948080384,R008,DES002,U109,DIS026,ST001,officer.off389@ksp.gov.in,Active,2018-06-15
OFF390,CASE00086,Bidar Officer 5,Assistant Sub-Inspector,Bidar Town PS,948080385,R009,DES003,U106,DIS026,ST001,officer.off390@ksp.gov.in,Active,2018-06-15
OFF391,CASE00087,Bidar Officer 6,Head Constable,Bidar Central PS,948080386,R010,DES009,U107,DIS026,ST001,officer.off391@ksp.gov.in,Active,2018-06-15
OFF392,CASE00088,Bidar Officer 7,Police Constable,Bidar Cyber Crime PS,948080387,R010,DES009,U108,DIS026,ST001,officer.off392@ksp.gov.in,Active,2018-06-15
OFF393,CASE00089,Bidar Officer 8,CID Officer,Bidar Traffic PS,948080388,R004,DES004,U109,DIS026,ST001,officer.off393@ksp.gov.in,Active,2018-06-15
OFF394,CASE00090,Bidar Officer 9,Crime Branch Specialist,Bidar Town PS,948080389,R006,DES007,U106,DIS026,ST001,officer.off394@ksp.gov.in,Active,2018-06-15
OFF395,CASE00091,Bidar Officer 10,Superintendent of Police,Bidar Central PS,948080390,R005,DES005,U107,DIS026,ST001,officer.off395@ksp.gov.in,Active,2018-06-15
OFF396,CASE00092,Bidar Officer 11,Deputy Superintendent of Police,Bidar Cyber Crime PS,948080391,R006,DES005,U108,DIS026,ST001,officer.off396@ksp.gov.in,Active,2018-06-15
OFF397,CASE00093,Bidar Officer 12,Circle Inspector,Bidar Traffic PS,948080392,R007,DES001,U109,DIS026,ST001,officer.off397@ksp.gov.in,Active,2018-06-15
OFF398,CASE00094,Bidar Officer 13,Police Sub-Inspector,Bidar Town PS,948080393,R008,DES002,U106,DIS026,ST001,officer.off398@ksp.gov.in,Active,2018-06-15
OFF399,CASE00095,Bidar Officer 14,Assistant Sub-Inspector,Bidar Central PS,948080394,R009,DES003,U107,DIS026,ST001,officer.off399@ksp.gov.in,Active,2018-06-15
OFF400,CASE00096,Bidar Officer 15,Head Constable,Bidar Cyber Crime PS,948080395,R010,DES009,U108,DIS026,ST001,officer.off400@ksp.gov.in,Active,2018-06-15
OFF401,CASE00097,Raichur Officer 1,Superintendent of Police,Raichur Town PS,948080396,R005,DES005,U110,DIS027,ST001,officer.off401@ksp.gov.in,Active,2018-06-15
OFF402,CASE00098,Raichur Officer 2,Deputy Superintendent of Police,Raichur Central PS,948080397,R006,DES005,U111,DIS027,ST001,officer.off402@ksp.gov.in,Active,2018-06-15
OFF403,CASE00099,Raichur Officer 3,Circle Inspector,Raichur Cyber Crime PS,948080398,R007,DES001,U112,DIS027,ST001,officer.off403@ksp.gov.in,Active,2018-06-15
OFF404,CASE00100,Raichur Officer 4,Police Sub-Inspector,Raichur Traffic PS,948080399,R008,DES002,U113,DIS027,ST001,officer.off404@ksp.gov.in,Active,2018-06-15
OFF405,CASE00001,Raichur Officer 5,Assistant Sub-Inspector,Raichur Town PS,948080400,R009,DES003,U110,DIS027,ST001,officer.off405@ksp.gov.in,Active,2018-06-15
OFF406,CASE00002,Raichur Officer 6,Head Constable,Raichur Central PS,948080401,R010,DES009,U111,DIS027,ST001,officer.off406@ksp.gov.in,Active,2018-06-15
OFF407,CASE00003,Raichur Officer 7,Police Constable,Raichur Cyber Crime PS,948080402,R010,DES009,U112,DIS027,ST001,officer.off407@ksp.gov.in,Active,2018-06-15
OFF408,CASE00004,Raichur Officer 8,CID Officer,Raichur Traffic PS,948080403,R004,DES004,U113,DIS027,ST001,officer.off408@ksp.gov.in,Active,2018-06-15
OFF409,CASE00005,Raichur Officer 9,Crime Branch Specialist,Raichur Town PS,948080404,R006,DES007,U110,DIS027,ST001,officer.off409@ksp.gov.in,Active,2018-06-15
OFF410,CASE00006,Raichur Officer 10,Superintendent of Police,Raichur Central PS,948080405,R005,DES005,U111,DIS027,ST001,officer.off410@ksp.gov.in,Active,2018-06-15
OFF411,CASE00007,Raichur Officer 11,Deputy Superintendent of Police,Raichur Cyber Crime PS,948080406,R006,DES005,U112,DIS027,ST001,officer.off411@ksp.gov.in,Active,2018-06-15
OFF412,CASE00008,Raichur Officer 12,Circle Inspector,Raichur Traffic PS,948080407,R007,DES001,U113,DIS027,ST001,officer.off412@ksp.gov.in,Active,2018-06-15
OFF413,CASE00009,Raichur Officer 13,Police Sub-Inspector,Raichur Town PS,948080408,R008,DES002,U110,DIS027,ST001,officer.off413@ksp.gov.in,Active,2018-06-15
OFF414,CASE00010,Raichur Officer 14,Assistant Sub-Inspector,Raichur Central PS,948080409,R009,DES003,U111,DIS027,ST001,officer.off414@ksp.gov.in,Active,2018-06-15
OFF415,CASE00011,Raichur Officer 15,Head Constable,Raichur Cyber Crime PS,948080410,R010,DES009,U112,DIS027,ST001,officer.off415@ksp.gov.in,Active,2018-06-15
OFF416,CASE00012,Koppal Officer 1,Superintendent of Police,Koppal Town PS,948080411,R005,DES005,U114,DIS028,ST001,officer.off416@ksp.gov.in,Active,2018-06-15
OFF417,CASE00013,Koppal Officer 2,Deputy Superintendent of Police,Koppal Central PS,948080412,R006,DES005,U115,DIS028,ST001,officer.off417@ksp.gov.in,Active,2018-06-15
OFF418,CASE00014,Koppal Officer 3,Circle Inspector,Koppal Cyber Crime PS,948080413,R007,DES001,U116,DIS028,ST001,officer.off418@ksp.gov.in,Active,2018-06-15
OFF419,CASE00015,Koppal Officer 4,Police Sub-Inspector,Koppal Traffic PS,948080414,R008,DES002,U117,DIS028,ST001,officer.off419@ksp.gov.in,Active,2018-06-15
OFF420,CASE00016,Koppal Officer 5,Assistant Sub-Inspector,Koppal Town PS,948080415,R009,DES003,U114,DIS028,ST001,officer.off420@ksp.gov.in,Active,2018-06-15
OFF421,CASE00017,Koppal Officer 6,Head Constable,Koppal Central PS,948080416,R010,DES009,U115,DIS028,ST001,officer.off421@ksp.gov.in,Active,2018-06-15
OFF422,CASE00018,Koppal Officer 7,Police Constable,Koppal Cyber Crime PS,948080417,R010,DES009,U116,DIS028,ST001,officer.off422@ksp.gov.in,Active,2018-06-15
OFF423,CASE00019,Koppal Officer 8,CID Officer,Koppal Traffic PS,948080418,R004,DES004,U117,DIS028,ST001,officer.off423@ksp.gov.in,Active,2018-06-15
OFF424,CASE00020,Koppal Officer 9,Crime Branch Specialist,Koppal Town PS,948080419,R006,DES007,U114,DIS028,ST001,officer.off424@ksp.gov.in,Active,2018-06-15
OFF425,CASE00021,Koppal Officer 10,Superintendent of Police,Koppal Central PS,948080420,R005,DES005,U115,DIS028,ST001,officer.off425@ksp.gov.in,Active,2018-06-15
OFF426,CASE00022,Koppal Officer 11,Deputy Superintendent of Police,Koppal Cyber Crime PS,948080421,R006,DES005,U116,DIS028,ST001,officer.off426@ksp.gov.in,Active,2018-06-15
OFF427,CASE00023,Koppal Officer 12,Circle Inspector,Koppal Traffic PS,948080422,R007,DES001,U117,DIS028,ST001,officer.off427@ksp.gov.in,Active,2018-06-15
OFF428,CASE00024,Koppal Officer 13,Police Sub-Inspector,Koppal Town PS,948080423,R008,DES002,U114,DIS028,ST001,officer.off428@ksp.gov.in,Active,2018-06-15
OFF429,CASE00025,Koppal Officer 14,Assistant Sub-Inspector,Koppal Central PS,948080424,R009,DES003,U115,DIS028,ST001,officer.off429@ksp.gov.in,Active,2018-06-15
OFF430,CASE00026,Koppal Officer 15,Head Constable,Koppal Cyber Crime PS,948080425,R010,DES009,U116,DIS028,ST001,officer.off430@ksp.gov.in,Active,2018-06-15
OFF431,CASE00027,Yadgir Officer 1,Superintendent of Police,Yadgir Town PS,948080426,R005,DES005,U118,DIS029,ST001,officer.off431@ksp.gov.in,Active,2018-06-15
OFF432,CASE00028,Yadgir Officer 2,Deputy Superintendent of Police,Yadgir Central PS,948080427,R006,DES005,U119,DIS029,ST001,officer.off432@ksp.gov.in,Active,2018-06-15
OFF433,CASE00029,Yadgir Officer 3,Circle Inspector,Yadgir Cyber Crime PS,948080428,R007,DES001,U120,DIS029,ST001,officer.off433@ksp.gov.in,Active,2018-06-15
OFF434,CASE00030,Yadgir Officer 4,Police Sub-Inspector,Yadgir Traffic PS,948080429,R008,DES002,U121,DIS029,ST001,officer.off434@ksp.gov.in,Active,2018-06-15
OFF435,CASE00031,Yadgir Officer 5,Assistant Sub-Inspector,Yadgir Town PS,948080430,R009,DES003,U118,DIS029,ST001,officer.off435@ksp.gov.in,Active,2018-06-15
OFF436,CASE00032,Yadgir Officer 6,Head Constable,Yadgir Central PS,948080431,R010,DES009,U119,DIS029,ST001,officer.off436@ksp.gov.in,Active,2018-06-15
OFF437,CASE00033,Yadgir Officer 7,Police Constable,Yadgir Cyber Crime PS,948080432,R010,DES009,U120,DIS029,ST001,officer.off437@ksp.gov.in,Active,2018-06-15
OFF438,CASE00034,Yadgir Officer 8,CID Officer,Yadgir Traffic PS,948080433,R004,DES004,U121,DIS029,ST001,officer.off438@ksp.gov.in,Active,2018-06-15
OFF439,CASE00035,Yadgir Officer 9,Crime Branch Specialist,Yadgir Town PS,948080434,R006,DES007,U118,DIS029,ST001,officer.off439@ksp.gov.in,Active,2018-06-15
OFF440,CASE00036,Yadgir Officer 10,Superintendent of Police,Yadgir Central PS,948080435,R005,DES005,U119,DIS029,ST001,officer.off440@ksp.gov.in,Active,2018-06-15
OFF441,CASE00037,Yadgir Officer 11,Deputy Superintendent of Police,Yadgir Cyber Crime PS,948080436,R006,DES005,U120,DIS029,ST001,officer.off441@ksp.gov.in,Active,2018-06-15
OFF442,CASE00038,Yadgir Officer 12,Circle Inspector,Yadgir Traffic PS,948080437,R007,DES001,U121,DIS029,ST001,officer.off442@ksp.gov.in,Active,2018-06-15
OFF443,CASE00039,Yadgir Officer 13,Police Sub-Inspector,Yadgir Town PS,948080438,R008,DES002,U118,DIS029,ST001,officer.off443@ksp.gov.in,Active,2018-06-15
OFF444,CASE00040,Yadgir Officer 14,Assistant Sub-Inspector,Yadgir Central PS,948080439,R009,DES003,U119,DIS029,ST001,officer.off444@ksp.gov.in,Active,2018-06-15
OFF445,CASE00041,Yadgir Officer 15,Head Constable,Yadgir Cyber Crime PS,948080440,R010,DES009,U120,DIS029,ST001,officer.off445@ksp.gov.in,Active,2018-06-15
OFF446,CASE00042,Ballari Officer 1,Superintendent of Police,Ballari Town PS,948080441,R005,DES005,U122,DIS030,ST001,officer.off446@ksp.gov.in,Active,2018-06-15
OFF447,CASE00043,Ballari Officer 2,Deputy Superintendent of Police,Ballari Central PS,948080442,R006,DES005,U123,DIS030,ST001,officer.off447@ksp.gov.in,Active,2018-06-15
OFF448,CASE00044,Ballari Officer 3,Circle Inspector,Ballari Cyber Crime PS,948080443,R007,DES001,U124,DIS030,ST001,officer.off448@ksp.gov.in,Active,2018-06-15
