ComplaintID,CaseID,ComplaintDate,ComplainantName,ContactNumber,ComplaintText,PoliceStation,Status
CMP00187,KSP/DIS001/2026/00187,2026-08-20,Praveen Reddy,9876110187,"Domestic Violence reported at Indiranagar Police Station, Bengaluru Urban. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Indiranagar Police Station, Bengaluru Urban, Karnataka.",Indiranagar Police Station,Assigned to IO
CMP00188,KSP/DIS002/2026/00188,2026-09-21,Ganesh Khan,9876110188,"Illegal Weapons reported at Bengaluru Rural Traffic PS, Bengaluru Rural. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Bengaluru Rural Traffic PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Traffic PS,Assigned to IO
CMP00189,KSP/DIS003/2026/00189,2026-10-22,Meena Mehta,9876110189,"Drug Trafficking reported at Ramanagara Town PS, Ramanagara. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Ramanagara Town PS, Ramanagara, Karnataka.",Ramanagara Town PS,Assigned to IO
CMP00190,KSP/DIS004/2026/00190,2026-11-23,Niranjan Kulkarni,9876110190,"Human Trafficking reported at Chikkaballapura Central PS, Chikkaballapura. Brief: Forced labor or trafficking rescue operation. Incident occurred near Chikkaballapura Central PS, Chikkaballapura, Karnataka.",Chikkaballapura Central PS,Assigned to IO
CMP00191,KSP/DIS005/2026/00191,2026-12-24,Vikas Hegde,9876110191,"Gambling reported at Kolar Cyber Crime PS, Kolar. Brief: Illegal betting & Matka operation bust. Incident occurred near Kolar Cyber Crime PS, Kolar, Karnataka.",Kolar Cyber Crime PS,Assigned to IO
CMP00192,KSP/DIS006/2026/00192,2026-01-25,Bhavya Shetty,9876110192,"Wildlife Crime reported at Tumakuru Traffic PS, Tumakuru. Brief: Poaching of protected species or ivory seizure. Incident occurred near Tumakuru Traffic PS, Tumakuru, Karnataka.",Tumakuru Traffic PS,Assigned to IO
CMP00193,KSP/DIS007/2026/00193,2026-02-26,Imran Bhat,9876110193,"Forest Crime reported at Shivamogga Town PS, Shivamogga. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Shivamogga Town PS, Shivamogga, Karnataka.",Shivamogga Town PS,Assigned to IO
CMP00194,KSP/DIS008/2026/00194,2026-03-27,Ajay Deshmukh,9876110194,"Terror Related Activity reported at Chitradurga Central PS, Chitradurga. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Chitradurga Central PS, Chitradurga, Karnataka.",Chitradurga Central PS,Assigned to IO
CMP00195,KSP/DIS009/2026/00195,2026-04-28,Ananya Joshi,9876110195,"Corruption reported at Davanagere Cyber Crime PS, Davanagere. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Davanagere Cyber Crime PS, Davanagere, Karnataka.",Davanagere Cyber Crime PS,Assigned to IO
CMP00196,KSP/DIS010/2026/00196,2026-05-01,Deepak Naik,9876110196,"Economic Offence reported at Mysuru Traffic PS, Mysuru. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Mysuru Traffic PS, Mysuru, Karnataka.",Mysuru Traffic PS,Assigned to IO
CMP00197,KSP/DIS011/2026/00197,2026-06-02,Sanjay Iyengar,9876110197,"White Collar Crime reported at Mandya Town PS, Mandya. Brief: Corporate embezzlement or insider fraud. Incident occurred near Mandya Town PS, Mandya, Karnataka.",Mandya Town PS,Assigned to IO
CMP00198,KSP/DIS012/2026/00198,2026-07-03,Pooja Gowda,9876110198,"Smuggling reported at Hassan Central PS, Hassan. Brief: Contraband gold or red sanders interception. Incident occurred near Hassan Central PS, Hassan, Karnataka.",Hassan Central PS,Assigned to IO
CMP00199,KSP/DIS013/2026/00199,2026-08-04,Santosh Patil,9876110199,"Extortion reported at Chamarajanagara Cyber Crime PS, Chamarajanagara. Brief: Demanding protection money under threat. Incident occurred near Chamarajanagara Cyber Crime PS, Chamarajanagara, Karnataka.",Chamarajanagara Cyber Crime PS,Assigned to IO
CMP00200,KSP/DIS014/2026/00200,2026-09-05,Ramesh Kumar,9876110200,"Blackmail reported at Kodagu Traffic PS, Kodagu. Brief: Chantaje or extortion via compromised media. Incident occurred near Kodagu Traffic PS, Kodagu, Karnataka.",Kodagu Traffic PS,Assigned to IO
CMP00201,KSP/DIS015/2026/00201,2026-10-06,Sunita Rao,9876110201,"Counterfeit Currency reported at Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru). Brief: FICN high-quality fake currency notes circulating. Incident occurred near Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Town PS,Assigned to IO
CMP00202,KSP/DIS016/2026/00202,2026-11-07,Vijay Sharma,9876110202,"Fake Documents reported at Udupi Central PS, Udupi. Brief: Forgery of land title deeds or government IDs. Incident occurred near Udupi Central PS, Udupi, Karnataka.",Udupi Central PS,Assigned to IO
CMP00203,KSP/DIS017/2026/00203,2026-12-08,Manjunath Nair,9876110203,"Hit and Run reported at Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar). Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Cyber Crime PS,Assigned to IO
CMP00204,KSP/DIS018/2026/00204,2026-01-09,Meena Verma,9876110204,"Road Accident reported at Belagavi Traffic PS, Belagavi. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Belagavi Traffic PS, Belagavi, Karnataka.",Belagavi Traffic PS,Assigned to IO
CMP00205,KSP/DIS019/2026/00205,2026-02-10,Anil Reddy,9876110205,"Fire Incident reported at Dharwad Town PS, Dharwad. Brief: Industrial or residential fire accident inquiry. Incident occurred near Dharwad Town PS, Dharwad, Karnataka.",Dharwad Town PS,Assigned to IO
CMP00206,KSP/DIS020/2026/00206,2026-03-11,Sunil Khan,9876110206,"Unknown Dead Body reported at Hubballi City Central PS, Hubballi City. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Hubballi City Central PS, Hubballi City, Karnataka.",Hubballi City Central PS,Assigned to IO
CMP00207,KSP/DIS021/2026/00207,2026-04-12,Bhavya Mehta,9876110207,"Suicide Investigation reported at Gadag Cyber Crime PS, Gadag. Brief: Unnatural death and suicide note inquiry. Incident occurred near Gadag Cyber Crime PS, Gadag, Karnataka.",Gadag Cyber Crime PS,Assigned to IO
CMP00208,KSP/DIS022/2026/00208,2026-05-13,Ganesh Kulkarni,9876110208,"Property Disputes reported at Haveri Traffic PS, Haveri. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Haveri Traffic PS, Haveri, Karnataka.",Haveri Traffic PS,Assigned to IO
CMP00209,KSP/DIS023/2026/00209,2026-06-14,Nitin Hegde,9876110209,"Public Disturbance reported at Vijayapura Town PS, Vijayapura. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Vijayapura Town PS, Vijayapura, Karnataka.",Vijayapura Town PS,Assigned to IO
CMP00210,KSP/DIS024/2026/00210,2026-07-15,Ananya Shetty,9876110210,"Synthetic Drugs (MDMA) reported at Bagalkote Central PS, Bagalkote. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Bagalkote Central PS, Bagalkote, Karnataka.",Bagalkote Central PS,Assigned to IO
CMP00211,KSP/DIS025/2026/00211,2026-08-16,Vikas Bhat,9876110211,"Murder reported at Kalaburagi Cyber Crime PS, Kalaburagi. Brief: Premeditated homicide investigation. Incident occurred near Kalaburagi Cyber Crime PS, Kalaburagi, Karnataka.",Kalaburagi Cyber Crime PS,Assigned to IO
CMP00212,KSP/DIS026/2026/00212,2026-09-17,Rahul Deshmukh,9876110212,"Attempt to Murder reported at Bidar Traffic PS, Bidar. Brief: Violent assault with deadly weapon. Incident occurred near Bidar Traffic PS, Bidar, Karnataka.",Bidar Traffic PS,Assigned to IO
CMP00213,KSP/DIS027/2026/00213,2026-10-18,Pooja Joshi,9876110213,"Assault & Grievous Hurt reported at Raichur Town PS, Raichur. Brief: Physical injury caused during gang/group clash. Incident occurred near Raichur Town PS, Raichur, Karnataka.",Raichur Town PS,Assigned to IO
CMP00214,KSP/DIS028/2026/00214,2026-11-19,Ajay Naik,9876110214,"Kidnapping reported at Koppal Central PS, Koppal. Brief: Abduction for ransom or coercion. Incident occurred near Koppal Central PS, Koppal, Karnataka.",Koppal Central PS,Assigned to IO
CMP00215,KSP/DIS029/2026/00215,2026-12-20,Rohan Iyengar,9876110215,"Missing Person reported at Yadgir Cyber Crime PS, Yadgir. Brief: Trace & locate missing citizen petition. Incident occurred near Yadgir Cyber Crime PS, Yadgir, Karnataka.",Yadgir Cyber Crime PS,Assigned to IO
CMP00216,KSP/DIS030/2026/00216,2026-01-21,Sunita Gowda,9876110216,"Theft reported at Ballari Traffic PS, Ballari. Brief: Larceny of personal or commercial goods. Incident occurred near Ballari Traffic PS, Ballari, Karnataka.",Ballari Traffic PS,Assigned to IO
CMP00217,KSP/DIS031/2026/00217,2026-02-22,Sanjay Patil,9876110217,"Vehicle Theft reported at Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete). Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Town PS,Assigned to IO
CMP00218,KSP/DIS001/2026/00218,2026-03-23,Mahesh Kumar,9876110218,"Burglary reported at Bengaluru Urban Central PS, Bengaluru Urban. Brief: Overnight trespass and property theft. Incident occurred near Bengaluru Urban Central PS, Bengaluru Urban, Karnataka.",Bengaluru Urban Central PS,Assigned to IO
CMP00219,KSP/DIS002/2026/00219,2026-04-24,Meena Rao,9876110219,"Robbery reported at Bengaluru Rural Cyber Crime PS, Bengaluru Rural. Brief: Armed robbery using force or coercion. Incident occurred near Bengaluru Rural Cyber Crime PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Cyber Crime PS,Assigned to IO
CMP00220,KSP/DIS003/2026/00220,2026-05-25,Ramesh Sharma,9876110220,"Chain Snatching reported at Ramanagara Traffic PS, Ramanagara. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Ramanagara Traffic PS, Ramanagara, Karnataka.",Ramanagara Traffic PS,Assigned to IO
CMP00221,KSP/DIS004/2026/00221,2026-06-26,Suresh Nair,9876110221,"Cyber Crime reported at Chikkaballapura Town PS, Chikkaballapura. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Chikkaballapura Town PS, Chikkaballapura, Karnataka.",Chikkaballapura Town PS,Assigned to IO
CMP00222,KSP/DIS005/2026/00222,2026-07-27,Bhavya Verma,9876110222,"UPI Fraud reported at Kolar Central PS, Kolar. Brief: Fake QR code or deceptive payment request. Incident occurred near Kolar Central PS, Kolar, Karnataka.",Kolar Central PS,Assigned to IO
CMP00223,KSP/DIS006/2026/00223,2026-08-28,Manjunath Reddy,9876110223,"Online Banking Fraud reported at Tumakuru Cyber Crime PS, Tumakuru. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Tumakuru Cyber Crime PS, Tumakuru, Karnataka.",Tumakuru Cyber Crime PS,Assigned to IO
CMP00224,KSP/DIS007/2026/00224,2026-09-01,Karthik Khan,9876110224,"Identity Theft reported at Shivamogga Traffic PS, Shivamogga. Brief: SIM swap or stolen credential impersonation. Incident occurred near Shivamogga Traffic PS, Shivamogga, Karnataka.",Shivamogga Traffic PS,Assigned to IO
CMP00225,KSP/DIS008/2026/00225,2026-10-02,Ananya Mehta,9876110225,"ATM Fraud reported at Chitradurga Town PS, Chitradurga. Brief: ATM skimming device or card cloning. Incident occurred near Chitradurga Town PS, Chitradurga, Karnataka.",Chitradurga Town PS,Assigned to IO
CMP00226,KSP/DIS009/2026/00226,2026-11-03,Sunil Kulkarni,9876110226,"Rape reported at Davanagere Central PS, Davanagere. Brief: Penal Code Section 376 prosecution. Incident occurred near Davanagere Central PS, Davanagere, Karnataka.",Davanagere Central PS,Assigned to IO
CMP00227,KSP/DIS010/2026/00227,2026-12-04,Praveen Hegde,9876110227,"Sexual Assault reported at Mysuru Cyber Crime PS, Mysuru. Brief: Outraging modesty and sexual harassment. Incident occurred near Mysuru Cyber Crime PS, Mysuru, Karnataka.",Mysuru Cyber Crime PS,Assigned to IO
CMP00228,KSP/DIS011/2026/00228,2026-01-05,Pooja Shetty,9876110228,"POCSO reported at Mandya Traffic PS, Mandya. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Mandya Traffic PS, Mandya, Karnataka.",Mandya Traffic PS,Assigned to IO
CMP00229,KSP/DIS012/2026/00229,2026-02-06,Nitin Bhat,9876110229,"Domestic Violence reported at Hassan Town PS, Hassan. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Hassan Town PS, Hassan, Karnataka.",Hassan Town PS,Assigned to IO
CMP00230,KSP/DIS013/2026/00230,2026-03-07,Niranjan Deshmukh,9876110230,"Illegal Weapons reported at Chamarajanagara Central PS, Chamarajanagara. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Chamarajanagara Central PS, Chamarajanagara, Karnataka.",Chamarajanagara Central PS,Assigned to IO
CMP00231,KSP/DIS014/2026/00231,2026-04-08,Sunita Joshi,9876110231,"Drug Trafficking reported at Kodagu Cyber Crime PS, Kodagu. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Kodagu Cyber Crime PS, Kodagu, Karnataka.",Kodagu Cyber Crime PS,Assigned to IO
CMP00232,KSP/DIS015/2026/00232,2026-05-09,Rahul Naik,9876110232,"Human Trafficking reported at Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru). Brief: Forced labor or trafficking rescue operation. Incident occurred near Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Traffic PS,Assigned to IO
CMP00233,KSP/DIS016/2026/00233,2026-06-10,Imran Iyengar,9876110233,"Gambling reported at Udupi Town PS, Udupi. Brief: Illegal betting & Matka operation bust. Incident occurred near Udupi Town PS, Udupi, Karnataka.",Udupi Town PS,Assigned to IO
CMP00234,KSP/DIS017/2026/00234,2026-07-11,Meena Gowda,9876110234,"Wildlife Crime reported at Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar). Brief: Poaching of protected species or ivory seizure. Incident occurred near Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Central PS,Assigned to IO
CMP00235,KSP/DIS018/2026/00235,2026-08-12,Rohan Patil,9876110235,"Forest Crime reported at Belagavi Cyber Crime PS, Belagavi. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Belagavi Cyber Crime PS, Belagavi, Karnataka.",Belagavi Cyber Crime PS,Assigned to IO
CMP00236,KSP/DIS019/2026/00236,2026-09-13,Deepak Kumar,9876110236,"Terror Related Activity reported at Dharwad Traffic PS, Dharwad. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Dharwad Traffic PS, Dharwad, Karnataka.",Dharwad Traffic PS,Assigned to IO
CMP00237,KSP/DIS020/2026/00237,2026-10-14,Bhavya Rao,9876110237,"Corruption reported at Hubballi City Town PS, Hubballi City. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Hubballi City Town PS, Hubballi City, Karnataka.",Hubballi City Town PS,Assigned to IO
CMP00238,KSP/DIS021/2026/00238,2026-11-15,Mahesh Sharma,9876110238,"Economic Offence reported at Gadag Central PS, Gadag. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Gadag Central PS, Gadag, Karnataka.",Gadag Central PS,Assigned to IO
CMP00239,KSP/DIS022/2026/00239,2026-12-16,Santosh Nair,9876110239,"White Collar Crime reported at Haveri Cyber Crime PS, Haveri. Brief: Corporate embezzlement or insider fraud. Incident occurred near Haveri Cyber Crime PS, Haveri, Karnataka.",Haveri Cyber Crime PS,Assigned to IO
CMP00240,KSP/DIS023/2026/00240,2026-01-17,Ananya Verma,9876110240,"Smuggling reported at Vijayapura Traffic PS, Vijayapura. Brief: Contraband gold or red sanders interception. Incident occurred near Vijayapura Traffic PS, Vijayapura, Karnataka.",Vijayapura Traffic PS,Assigned to IO
CMP00241,KSP/DIS024/2026/00241,2026-02-18,Suresh Reddy,9876110241,"Extortion reported at Bagalkote Town PS, Bagalkote. Brief: Demanding protection money under threat. Incident occurred near Bagalkote Town PS, Bagalkote, Karnataka.",Bagalkote Town PS,Assigned to IO
CMP00242,KSP/DIS025/2026/00242,2026-03-19,Vijay Khan,9876110242,"Blackmail reported at Kalaburagi Central PS, Kalaburagi. Brief: Chantaje or extortion via compromised media. Incident occurred near Kalaburagi Central PS, Kalaburagi, Karnataka.",Kalaburagi Central PS,Assigned to IO
CMP00243,KSP/DIS026/2026/00243,2026-04-20,Pooja Mehta,9876110243,"Counterfeit Currency reported at Bidar Cyber Crime PS, Bidar. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Bidar Cyber Crime PS, Bidar, Karnataka.",Bidar Cyber Crime PS,Assigned to IO
CMP00244,KSP/DIS027/2026/00244,2026-05-21,Karthik Kulkarni,9876110244,"Fake Documents reported at Raichur Traffic PS, Raichur. Brief: Forgery of land title deeds or government IDs. Incident occurred near Raichur Traffic PS, Raichur, Karnataka.",Raichur Traffic PS,Assigned to IO
CMP00245,KSP/DIS028/2026/00245,2026-06-22,Anil Hegde,9876110245,"Hit and Run reported at Koppal Town PS, Koppal. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Koppal Town PS, Koppal, Karnataka.",Koppal Town PS,Assigned to IO
CMP00246,KSP/DIS029/2026/00246,2026-07-23,Sunita Shetty,9876110246,"Road Accident reported at Yadgir Central PS, Yadgir. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Yadgir Central PS, Yadgir, Karnataka.",Yadgir Central PS,Assigned to IO
CMP00247,KSP/DIS030/2026/00247,2026-08-24,Praveen Bhat,9876110247,"Fire Incident reported at Ballari Cyber Crime PS, Ballari. Brief: Industrial or residential fire accident inquiry. Incident occurred near Ballari Cyber Crime PS, Ballari, Karnataka.",Ballari Cyber Crime PS,Assigned to IO
CMP00248,KSP/DIS031/2026/00248,2026-09-25,Ganesh Deshmukh,9876110248,"Unknown Dead Body reported at Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete). Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Traffic PS,Assigned to IO
CMP00249,KSP/DIS001/2026/00249,2026-10-26,Meena Joshi,9876110249,"Suicide Investigation reported at Whitefield Police Station, Bengaluru Urban. Brief: Unnatural death and suicide note inquiry. Incident occurred near Whitefield Police Station, Bengaluru Urban, Karnataka.",Whitefield Police Station,Assigned to IO
CMP00250,KSP/DIS002/2026/00250,2026-11-27,Niranjan Naik,9876110250,"Property Disputes reported at Bengaluru Rural Central PS, Bengaluru Rural. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Bengaluru Rural Central PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Central PS,Assigned to IO
CMP00251,KSP/DIS003/2026/00251,2026-12-28,Vikas Iyengar,9876110251,"Public Disturbance reported at Ramanagara Cyber Crime PS, Ramanagara. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Ramanagara Cyber Crime PS, Ramanagara, Karnataka.",Ramanagara Cyber Crime PS,Assigned to IO
CMP00252,KSP/DIS004/2026/00252,2026-01-01,Bhavya Gowda,9876110252,"Synthetic Drugs (MDMA) reported at Chikkaballapura Traffic PS, Chikkaballapura. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Chikkaballapura Traffic PS, Chikkaballapura, Karnataka.",Chikkaballapura Traffic PS,Assigned to IO
CMP00253,KSP/DIS005/2026/00253,2026-02-02,Imran Patil,9876110253,"Murder reported at Kolar Town PS, Kolar. Brief: Premeditated homicide investigation. Incident occurred near Kolar Town PS, Kolar, Karnataka.",Kolar Town PS,Assigned to IO
CMP00254,KSP/DIS006/2026/00254,2026-03-03,Ajay Kumar,9876110254,"Attempt to Murder reported at Tumakuru Central PS, Tumakuru. Brief: Violent assault with deadly weapon. Incident occurred near Tumakuru Central PS, Tumakuru, Karnataka.",Tumakuru Central PS,Assigned to IO
CMP00255,KSP/DIS007/2026/00255,2026-04-04,Ananya Rao,9876110255,"Assault & Grievous Hurt reported at Shivamogga Cyber Crime PS, Shivamogga. Brief: Physical injury caused during gang/group clash. Incident occurred near Shivamogga Cyber Crime PS, Shivamogga, Karnataka.",Shivamogga Cyber Crime PS,Assigned to IO
CMP00256,KSP/DIS008/2026/00256,2026-05-05,Deepak Sharma,9876110256,"Kidnapping reported at Chitradurga Traffic PS, Chitradurga. Brief: Abduction for ransom or coercion. Incident occurred near Chitradurga Traffic PS, Chitradurga, Karnataka.",Chitradurga Traffic PS,Assigned to IO
CMP00257,KSP/DIS009/2026/00257,2026-06-06,Sanjay Nair,9876110257,"Missing Person reported at Davanagere Town PS, Davanagere. Brief: Trace & locate missing citizen petition. Incident occurred near Davanagere Town PS, Davanagere, Karnataka.",Davanagere Town PS,Assigned to IO
CMP00258,KSP/DIS010/2026/00258,2026-07-07,Pooja Verma,9876110258,"Theft reported at Mysuru Central PS, Mysuru. Brief: Larceny of personal or commercial goods. Incident occurred near Mysuru Central PS, Mysuru, Karnataka.",Mysuru Central PS,Assigned to IO
CMP00259,KSP/DIS011/2026/00259,2026-08-08,Santosh Reddy,9876110259,"Vehicle Theft reported at Mandya Cyber Crime PS, Mandya. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Mandya Cyber Crime PS, Mandya, Karnataka.",Mandya Cyber Crime PS,Assigned to IO
CMP00260,KSP/DIS012/2026/00260,2026-09-09,Ramesh Khan,9876110260,"Burglary reported at Hassan Traffic PS, Hassan. Brief: Overnight trespass and property theft. Incident occurred near Hassan Traffic PS, Hassan, Karnataka.",Hassan Traffic PS,Assigned to IO
CMP00261,KSP/DIS013/2026/00261,2026-10-10,Sunita Mehta,9876110261,"Robbery reported at Chamarajanagara Town PS, Chamarajanagara. Brief: Armed robbery using force or coercion. Incident occurred near Chamarajanagara Town PS, Chamarajanagara, Karnataka.",Chamarajanagara Town PS,Assigned to IO
CMP00262,KSP/DIS014/2026/00262,2026-11-11,Vijay Kulkarni,9876110262,"Chain Snatching reported at Kodagu Central PS, Kodagu. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Kodagu Central PS, Kodagu, Karnataka.",Kodagu Central PS,Assigned to IO
CMP00263,KSP/DIS015/2026/00263,2026-12-12,Manjunath Hegde,9876110263,"Cyber Crime reported at Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru). Brief: Hacking, malware infection, IT Act violation. Incident occurred near Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Cyber Crime PS,Assigned to IO
CMP00264,KSP/DIS016/2026/00264,2026-01-13,Meena Shetty,9876110264,"UPI Fraud reported at Udupi Traffic PS, Udupi. Brief: Fake QR code or deceptive payment request. Incident occurred near Udupi Traffic PS, Udupi, Karnataka.",Udupi Traffic PS,Assigned to IO
CMP00265,KSP/DIS017/2026/00265,2026-02-14,Anil Bhat,9876110265,"Online Banking Fraud reported at Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar). Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Town PS,Assigned to IO
CMP00266,KSP/DIS018/2026/00266,2026-03-15,Sunil Deshmukh,9876110266,"Identity Theft reported at Belagavi Central PS, Belagavi. Brief: SIM swap or stolen credential impersonation. Incident occurred near Belagavi Central PS, Belagavi, Karnataka.",Belagavi Central PS,Assigned to IO
CMP00267,KSP/DIS019/2026/00267,2026-04-16,Bhavya Joshi,9876110267,"ATM Fraud reported at Dharwad Cyber Crime PS, Dharwad. Brief: ATM skimming device or card cloning. Incident occurred near Dharwad Cyber Crime PS, Dharwad, Karnataka.",Dharwad Cyber Crime PS,Assigned to IO
CMP00268,KSP/DIS020/2026/00268,2026-05-17,Ganesh Naik,9876110268,"Rape reported at Hubballi City Traffic PS, Hubballi City. Brief: Penal Code Section 376 prosecution. Incident occurred near Hubballi City Traffic PS, Hubballi City, Karnataka.",Hubballi City Traffic PS,Assigned to IO
CMP00269,KSP/DIS021/2026/00269,2026-06-18,Nitin Iyengar,9876110269,"Sexual Assault reported at Gadag Town PS, Gadag. Brief: Outraging modesty and sexual harassment. Incident occurred near Gadag Town PS, Gadag, Karnataka.",Gadag Town PS,Assigned to IO
CMP00270,KSP/DIS022/2026/00270,2026-07-19,Ananya Gowda,9876110270,"POCSO reported at Haveri Central PS, Haveri. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Haveri Central PS, Haveri, Karnataka.",Haveri Central PS,Assigned to IO
CMP00271,KSP/DIS023/2026/00271,2026-08-20,Vikas Patil,9876110271,"Domestic Violence reported at Vijayapura Cyber Crime PS, Vijayapura. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Vijayapura Cyber Crime PS, Vijayapura, Karnataka.",Vijayapura Cyber Crime PS,Assigned to IO
CMP00272,KSP/DIS024/2026/00272,2026-09-21,Rahul Kumar,9876110272,"Illegal Weapons reported at Bagalkote Traffic PS, Bagalkote. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Bagalkote Traffic PS, Bagalkote, Karnataka.",Bagalkote Traffic PS,Assigned to IO
CMP00273,KSP/DIS025/2026/00273,2026-10-22,Pooja Rao,9876110273,"Drug Trafficking reported at Kalaburagi Town PS, Kalaburagi. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Kalaburagi Town PS, Kalaburagi, Karnataka.",Kalaburagi Town PS,Assigned to IO
CMP00274,KSP/DIS026/2026/00274,2026-11-23,Ajay Sharma,9876110274,"Human Trafficking reported at Bidar Central PS, Bidar. Brief: Forced labor or trafficking rescue operation. Incident occurred near Bidar Central PS, Bidar, Karnataka.",Bidar Central PS,Assigned to IO
CMP00275,KSP/DIS027/2026/00275,2026-12-24,Rohan Nair,9876110275,"Gambling reported at Raichur Cyber Crime PS, Raichur. Brief: Illegal betting & Matka operation bust. Incident occurred near Raichur Cyber Crime PS, Raichur, Karnataka.",Raichur Cyber Crime PS,Assigned to IO
CMP00276,KSP/DIS028/2026/00276,2026-01-25,Sunita Verma,9876110276,"Wildlife Crime reported at Koppal Traffic PS, Koppal. Brief: Poaching of protected species or ivory seizure. Incident occurred near Koppal Traffic PS, Koppal, Karnataka.",Koppal Traffic PS,Assigned to IO
CMP00277,KSP/DIS029/2026/00277,2026-02-26,Sanjay Reddy,9876110277,"Forest Crime reported at Yadgir Town PS, Yadgir. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Yadgir Town PS, Yadgir, Karnataka.",Yadgir Town PS,Assigned to IO
CMP00278,KSP/DIS030/2026/00278,2026-03-27,Mahesh Khan,9876110278,"Terror Related Activity reported at Ballari Central PS, Ballari. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Ballari Central PS, Ballari, Karnataka.",Ballari Central PS,Assigned to IO
CMP00279,KSP/DIS031/2026/00279,2026-04-28,Meena Mehta,9876110279,"Corruption reported at Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete). Brief: Prevention of Corruption Act bribe trap. Incident occurred near Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Cyber Crime PS,Assigned to IO
