VictimID,CaseID,VictimName,Gender,Age,Mobile,Address,Occupation,InjuryType,Statement,Email,InjurySeverity,MedicalReport,HospitalName,VictimStatus,EmergencyContact,IDProof
VIC02372,KSP/DIS016/2026/02372,Rahul Deshmukh,Male,52,9876112372,"Udupi Traffic PS Sector 3, Udupi",IT Software Engineer,Minor Contusion,Statement of Rahul Deshmukh recorded regarding Illegal Weapons.,victim.2372@ksp-citizen.in,Mild,MR2372,Udupi District General Hospital,Safe & Recovered,9876212372,Aadhaar-6372-3372
VIC02373,KSP/DIS017/2026/02373,Pooja Joshi,Female,53,9876112373,"Uttara Kannada (Karwar) Town PS Sector 4, Uttara Kannada (Karwar)",Business Owner,Minor Contusion,Statement of Pooja Joshi recorded regarding Drug Trafficking.,victim.2373@ksp-citizen.in,Mild,MR2373,Uttara Kannada (Karwar) District General Hospital,Safe & Recovered,9876212373,Aadhaar-6373-3373
VIC02374,KSP/DIS018/2026/02374,Ajay Naik,Male,54,9876112374,"Belagavi Central PS Sector 5, Belagavi",IT Software Engineer,Minor Contusion,Statement of Ajay Naik recorded regarding Human Trafficking.,victim.2374@ksp-citizen.in,Mild,MR2374,Belagavi District General Hospital,Safe & Recovered,9876212374,Aadhaar-6374-3374
VIC02375,KSP/DIS019/2026/02375,Rohan Iyengar,Male,55,9876112375,"Dharwad Cyber Crime PS Sector 1, Dharwad",Business Owner,Minor Contusion,Statement of Rohan Iyengar recorded regarding Gambling.,victim.2375@ksp-citizen.in,Mild,MR2375,Dharwad District General Hospital,Safe & Recovered,9876212375,Aadhaar-6375-3375
VIC02376,KSP/DIS020/2026/02376,Sunita Gowda,Female,56,9876112376,"Hubballi City Traffic PS Sector 2, Hubballi City",IT Software Engineer,Minor Contusion,Statement of Sunita Gowda recorded regarding Wildlife Crime.,victim.2376@ksp-citizen.in,Mild,MR2376,Hubballi City District General Hospital,Safe & Recovered,9876212376,Aadhaar-6376-3376
VIC02377,KSP/DIS021/2026/02377,Sanjay Patil,Male,57,9876112377,"Gadag Town PS Sector 3, Gadag",Business Owner,Minor Contusion,Statement of Sanjay Patil recorded regarding Forest Crime.,victim.2377@ksp-citizen.in,Mild,MR2377,Gadag District General Hospital,Safe & Recovered,9876212377,Aadhaar-6377-3377
VIC02378,KSP/DIS022/2026/02378,Mahesh Kumar,Male,58,9876112378,"Haveri Central PS Sector 4, Haveri",IT Software Engineer,Minor Contusion,Statement of Mahesh Kumar recorded regarding Terror Related Activity.,victim.2378@ksp-citizen.in,Mild,MR2378,Haveri District General Hospital,Safe & Recovered,9876212378,Aadhaar-6378-3378
VIC02379,KSP/DIS023/2026/02379,Meena Rao,Female,59,9876112379,"Vijayapura Cyber Crime PS Sector 5, Vijayapura",Business Owner,Minor Contusion,Statement of Meena Rao recorded regarding Corruption.,victim.2379@ksp-citizen.in,Mild,MR2379,Vijayapura District General Hospital,Safe & Recovered,9876212379,Aadhaar-6379-3379
VIC02380,KSP/DIS024/2026/02380,Ramesh Sharma,Male,60,9876112380,"Bagalkote Traffic PS Sector 1, Bagalkote",IT Software Engineer,Minor Contusion,Statement of Ramesh Sharma recorded regarding Economic Offence.,victim.2380@ksp-citizen.in,Mild,MR2380,Bagalkote District General Hospital,Safe & Recovered,9876212380,Aadhaar-6380-3380
VIC02381,KSP/DIS025/2026/02381,Suresh Nair,Male,61,9876112381,"Kalaburagi Town PS Sector 2, Kalaburagi",Business Owner,Minor Contusion,Statement of Suresh Nair recorded regarding White Collar Crime.,victim.2381@ksp-citizen.in,Mild,MR2381,Kalaburagi District General Hospital,Safe & Recovered,9876212381,Aadhaar-6381-3381
VIC02382,KSP/DIS026/2026/02382,Bhavya Verma,Female,62,9876112382,"Bidar Central PS Sector 3, Bidar",IT Software Engineer,Minor Contusion,Statement of Bhavya Verma recorded regarding Smuggling.,victim.2382@ksp-citizen.in,Mild,MR2382,Bidar District General Hospital,Safe & Recovered,9876212382,Aadhaar-6382-3382
VIC02383,KSP/DIS027/2026/02383,Manjunath Reddy,Male,63,9876112383,"Raichur Cyber Crime PS Sector 4, Raichur",Business Owner,Minor Contusion,Statement of Manjunath Reddy recorded regarding Extortion.,victim.2383@ksp-citizen.in,Mild,MR2383,Raichur District General Hospital,Safe & Recovered,9876212383,Aadhaar-6383-3383
VIC02384,KSP/DIS028/2026/02384,Karthik Khan,Male,64,9876112384,"Koppal Traffic PS Sector 5, Koppal",IT Software Engineer,Minor Contusion,Statement of Karthik Khan recorded regarding Blackmail.,victim.2384@ksp-citizen.in,Mild,MR2384,Koppal District General Hospital,Safe & Recovered,9876212384,Aadhaar-6384-3384
VIC02385,KSP/DIS029/2026/02385,Ananya Mehta,Female,20,9876112385,"Yadgir Town PS Sector 1, Yadgir",Business Owner,Minor Contusion,Statement of Ananya Mehta recorded regarding Counterfeit Currency.,victim.2385@ksp-citizen.in,Mild,MR2385,Yadgir District General Hospital,Safe & Recovered,9876212385,Aadhaar-6385-3385
VIC02386,KSP/DIS030/2026/02386,Sunil Kulkarni,Male,21,9876112386,"Ballari Central PS Sector 2, Ballari",IT Software Engineer,Minor Contusion,Statement of Sunil Kulkarni recorded regarding Fake Documents.,victim.2386@ksp-citizen.in,Mild,MR2386,Ballari District General Hospital,Safe & Recovered,9876212386,Aadhaar-6386-3386
VIC02387,KSP/DIS031/2026/02387,Praveen Hegde,Male,22,9876112387,"Vijayanagara (Hospete) Cyber Crime PS Sector 3, Vijayanagara (Hospete)",Business Owner,Minor Contusion,Statement of Praveen Hegde recorded regarding Hit and Run.,victim.2387@ksp-citizen.in,Mild,MR2387,Vijayanagara (Hospete) District General Hospital,Safe & Recovered,9876212387,Aadhaar-6387-3387
VIC02388,KSP/DIS001/2026/02388,Pooja Shetty,Female,23,9876112388,"Bengaluru Urban Cyber Crime PS Sector 4, Bengaluru Urban",IT Software Engineer,Minor Contusion,Statement of Pooja Shetty recorded regarding Road Accident.,victim.2388@ksp-citizen.in,Mild,MR2388,Bengaluru Urban District General Hospital,Safe & Recovered,9876212388,Aadhaar-6388-3388
VIC02389,KSP/DIS002/2026/02389,Nitin Bhat,Male,24,9876112389,"Bengaluru Rural Town PS Sector 5, Bengaluru Rural",Business Owner,Minor Contusion,Statement of Nitin Bhat recorded regarding Fire Incident.,victim.2389@ksp-citizen.in,Mild,MR2389,Bengaluru Rural District General Hospital,Safe & Recovered,9876212389,Aadhaar-6389-3389
VIC02390,KSP/DIS003/2026/02390,Niranjan Deshmukh,Male,25,9876112390,"Ramanagara Central PS Sector 1, Ramanagara",IT Software Engineer,Minor Contusion,Statement of Niranjan Deshmukh recorded regarding Unknown Dead Body.,victim.2390@ksp-citizen.in,Mild,MR2390,Ramanagara District General Hospital,Safe & Recovered,9876212390,Aadhaar-6390-3390
VIC02391,KSP/DIS004/2026/02391,Sunita Joshi,Female,26,9876112391,"Chikkaballapura Cyber Crime PS Sector 2, Chikkaballapura",Business Owner,Minor Contusion,Statement of Sunita Joshi recorded regarding Suicide Investigation.,victim.2391@ksp-citizen.in,Mild,MR2391,Chikkaballapura District General Hospital,Safe & Recovered,9876212391,Aadhaar-6391-3391
VIC02392,KSP/DIS005/2026/02392,Rahul Naik,Male,27,9876112392,"Kolar Traffic PS Sector 3, Kolar",IT Software Engineer,Minor Contusion,Statement of Rahul Naik recorded regarding Property Disputes.,victim.2392@ksp-citizen.in,Mild,MR2392,Kolar District General Hospital,Safe & Recovered,9876212392,Aadhaar-6392-3392
VIC02393,KSP/DIS006/2026/02393,Imran Iyengar,Male,28,9876112393,"Tumakuru Town PS Sector 4, Tumakuru",Business Owner,Minor Contusion,Statement of Imran Iyengar recorded regarding Public Disturbance.,victim.2393@ksp-citizen.in,Mild,MR2393,Tumakuru District General Hospital,Safe & Recovered,9876212393,Aadhaar-6393-3393
VIC02394,KSP/DIS007/2026/02394,Meena Gowda,Female,29,9876112394,"Shivamogga Central PS Sector 5, Shivamogga",IT Software Engineer,Minor Contusion,Statement of Meena Gowda recorded regarding Synthetic Drugs (MDMA).,victim.2394@ksp-citizen.in,Mild,MR2394,Shivamogga District General Hospital,Safe & Recovered,9876212394,Aadhaar-6394-3394
VIC02395,KSP/DIS008/2026/02395,Rohan Patil,Male,30,9876112395,"Chitradurga Cyber Crime PS Sector 1, Chitradurga",Business Owner,Fatal Injury,Statement of Rohan Patil recorded regarding Murder.,victim.2395@ksp-citizen.in,Critical,MR2395,Chitradurga District General Hospital,Deceased,9876212395,Aadhaar-6395-3395
VIC02396,KSP/DIS009/2026/02396,Deepak Kumar,Male,31,9876112396,"Davanagere Traffic PS Sector 2, Davanagere",IT Software Engineer,Fatal Injury,Statement of Deepak Kumar recorded regarding Attempt to Murder.,victim.2396@ksp-citizen.in,Critical,MR2396,Davanagere District General Hospital,Deceased,9876212396,Aadhaar-6396-3396
VIC02397,KSP/DIS010/2026/02397,Bhavya Rao,Female,32,9876112397,"Mysuru Town PS Sector 3, Mysuru",Business Owner,Minor Contusion,Statement of Bhavya Rao recorded regarding Assault & Grievous Hurt.,victim.2397@ksp-citizen.in,Mild,MR2397,Mysuru District General Hospital,Safe & Recovered,9876212397,Aadhaar-6397-3397
VIC02398,KSP/DIS011/2026/02398,Mahesh Sharma,Male,33,9876112398,"Mandya Central PS Sector 4, Mandya",IT Software Engineer,Minor Contusion,Statement of Mahesh Sharma recorded regarding Kidnapping.,victim.2398@ksp-citizen.in,Mild,MR2398,Mandya District General Hospital,Safe & Recovered,9876212398,Aadhaar-6398-3398
VIC02399,KSP/DIS012/2026/02399,Santosh Nair,Male,34,9876112399,"Hassan Cyber Crime PS Sector 5, Hassan",Business Owner,Minor Contusion,Statement of Santosh Nair recorded regarding Missing Person.,victim.2399@ksp-citizen.in,Mild,MR2399,Hassan District General Hospital,Safe & Recovered,9876212399,Aadhaar-6399-3399
VIC02400,KSP/DIS013/2026/02400,Ananya Verma,Female,35,9876112400,"Chamarajanagara Traffic PS Sector 1, Chamarajanagara",IT Software Engineer,Minor Contusion,Statement of Ananya Verma recorded regarding Theft.,victim.2400@ksp-citizen.in,Mild,MR2400,Chamarajanagara District General Hospital,Safe & Recovered,9876212400,Aadhaar-6400-3400
VIC02401,KSP/DIS014/2026/02401,Suresh Reddy,Male,36,9876112401,"Kodagu Town PS Sector 2, Kodagu",Business Owner,Minor Contusion,Statement of Suresh Reddy recorded regarding Vehicle Theft.,victim.2401@ksp-citizen.in,Mild,MR2401,Kodagu District General Hospital,Safe & Recovered,9876212401,Aadhaar-6401-3401
VIC02402,KSP/DIS015/2026/02402,Vijay Khan,Male,37,9876112402,"Dakshina Kannada (Mangaluru) Central PS Sector 3, Dakshina Kannada (Mangaluru)",IT Software Engineer,Minor Contusion,Statement of Vijay Khan recorded regarding Burglary.,victim.2402@ksp-citizen.in,Mild,MR2402,Dakshina Kannada (Mangaluru) District General Hospital,Safe & Recovered,9876212402,Aadhaar-6402-3402
VIC02403,KSP/DIS016/2026/02403,Pooja Mehta,Female,38,9876112403,"Udupi Cyber Crime PS Sector 4, Udupi",Business Owner,Minor Contusion,Statement of Pooja Mehta recorded regarding Robbery.,victim.2403@ksp-citizen.in,Mild,MR2403,Udupi District General Hospital,Safe & Recovered,9876212403,Aadhaar-6403-3403
VIC02404,KSP/DIS017/2026/02404,Karthik Kulkarni,Male,39,9876112404,"Uttara Kannada (Karwar) Traffic PS Sector 5, Uttara Kannada (Karwar)",IT Software Engineer,Minor Contusion,Statement of Karthik Kulkarni recorded regarding Chain Snatching.,victim.2404@ksp-citizen.in,Mild,MR2404,Uttara Kannada (Karwar) District General Hospital,Safe & Recovered,9876212404,Aadhaar-6404-3404
VIC02405,KSP/DIS018/2026/02405,Anil Hegde,Male,40,9876112405,"Belagavi Town PS Sector 1, Belagavi",Business Owner,Minor Contusion,Statement of Anil Hegde recorded regarding Cyber Crime.,victim.2405@ksp-citizen.in,Mild,MR2405,Belagavi District General Hospital,Safe & Recovered,9876212405,Aadhaar-6405-3405
VIC02406,KSP/DIS019/2026/02406,Sunita Shetty,Female,41,9876112406,"Dharwad Central PS Sector 2, Dharwad",IT Software Engineer,Minor Contusion,Statement of Sunita Shetty recorded regarding UPI Fraud.,victim.2406@ksp-citizen.in,Mild,MR2406,Dharwad District General Hospital,Safe & Recovered,9876212406,Aadhaar-6406-3406
VIC02407,KSP/DIS020/2026/02407,Praveen Bhat,Male,42,9876112407,"Hubballi City Cyber Crime PS Sector 3, Hubballi City",Business Owner,Minor Contusion,Statement of Praveen Bhat recorded regarding Online Banking Fraud.,victim.2407@ksp-citizen.in,Mild,MR2407,Hubballi City District General Hospital,Safe & Recovered,9876212407,Aadhaar-6407-3407
VIC02408,KSP/DIS021/2026/02408,Ganesh Deshmukh,Male,43,9876112408,"Gadag Traffic PS Sector 4, Gadag",IT Software Engineer,Minor Contusion,Statement of Ganesh Deshmukh recorded regarding Identity Theft.,victim.2408@ksp-citizen.in,Mild,MR2408,Gadag District General Hospital,Safe & Recovered,9876212408,Aadhaar-6408-3408
VIC02409,KSP/DIS022/2026/02409,Meena Joshi,Female,44,9876112409,"Haveri Town PS Sector 5, Haveri",Business Owner,Minor Contusion,Statement of Meena Joshi recorded regarding ATM Fraud.,victim.2409@ksp-citizen.in,Mild,MR2409,Haveri District General Hospital,Safe & Recovered,9876212409,Aadhaar-6409-3409
VIC02410,KSP/DIS023/2026/02410,Niranjan Naik,Male,45,9876112410,"Vijayapura Central PS Sector 1, Vijayapura",IT Software Engineer,Minor Contusion,Statement of Niranjan Naik recorded regarding Rape.,victim.2410@ksp-citizen.in,Mild,MR2410,Vijayapura District General Hospital,Safe & Recovered,9876212410,Aadhaar-6410-3410
VIC02411,KSP/DIS024/2026/02411,Vikas Iyengar,Male,46,9876112411,"Bagalkote Cyber Crime PS Sector 2, Bagalkote",Business Owner,Minor Contusion,Statement of Vikas Iyengar recorded regarding Sexual Assault.,victim.2411@ksp-citizen.in,Mild,MR2411,Bagalkote District General Hospital,Safe & Recovered,9876212411,Aadhaar-6411-3411
VIC02412,KSP/DIS025/2026/02412,Bhavya Gowda,Female,47,9876112412,"Kalaburagi Traffic PS Sector 3, Kalaburagi",IT Software Engineer,Minor Contusion,Statement of Bhavya Gowda recorded regarding POCSO.,victim.2412@ksp-citizen.in,Mild,MR2412,Kalaburagi District General Hospital,Safe & Recovered,9876212412,Aadhaar-6412-3412
VIC02413,KSP/DIS026/2026/02413,Imran Patil,Male,48,9876112413,"Bidar Town PS Sector 4, Bidar",Business Owner,Minor Contusion,Statement of Imran Patil recorded regarding Domestic Violence.,victim.2413@ksp-citizen.in,Mild,MR2413,Bidar District General Hospital,Safe & Recovered,9876212413,Aadhaar-6413-3413
VIC02414,KSP/DIS027/2026/02414,Ajay Kumar,Male,49,9876112414,"Raichur Central PS Sector 5, Raichur",IT Software Engineer,Minor Contusion,Statement of Ajay Kumar recorded regarding Illegal Weapons.,victim.2414@ksp-citizen.in,Mild,MR2414,Raichur District General Hospital,Safe & Recovered,9876212414,Aadhaar-6414-3414
VIC02415,KSP/DIS028/2026/02415,Ananya Rao,Female,50,9876112415,"Koppal Cyber Crime PS Sector 1, Koppal",Business Owner,Minor Contusion,Statement of Ananya Rao recorded regarding Drug Trafficking.,victim.2415@ksp-citizen.in,Mild,MR2415,Koppal District General Hospital,Safe & Recovered,9876212415,Aadhaar-6415-3415
VIC02416,KSP/DIS029/2026/02416,Deepak Sharma,Male,51,9876112416,"Yadgir Traffic PS Sector 2, Yadgir",IT Software Engineer,Minor Contusion,Statement of Deepak Sharma recorded regarding Human Trafficking.,victim.2416@ksp-citizen.in,Mild,MR2416,Yadgir District General Hospital,Safe & Recovered,9876212416,Aadhaar-6416-3416
VIC02417,KSP/DIS030/2026/02417,Sanjay Nair,Male,52,9876112417,"Ballari Town PS Sector 3, Ballari",Business Owner,Minor Contusion,Statement of Sanjay Nair recorded regarding Gambling.,victim.2417@ksp-citizen.in,Mild,MR2417,Ballari District General Hospital,Safe & Recovered,9876212417,Aadhaar-6417-3417
VIC02418,KSP/DIS031/2026/02418,Pooja Verma,Female,53,9876112418,"Vijayanagara (Hospete) Central PS Sector 4, Vijayanagara (Hospete)",IT Software Engineer,Minor Contusion,Statement of Pooja Verma recorded regarding Wildlife Crime.,victim.2418@ksp-citizen.in,Mild,MR2418,Vijayanagara (Hospete) District General Hospital,Safe & Recovered,9876212418,Aadhaar-6418-3418
VIC02419,KSP/DIS001/2026/02419,Santosh Reddy,Male,54,9876112419,"Indiranagar Police Station Sector 5, Bengaluru Urban",Business Owner,Minor Contusion,Statement of Santosh Reddy recorded regarding Forest Crime.,victim.2419@ksp-citizen.in,Mild,MR2419,Bengaluru Urban District General Hospital,Safe & Recovered,9876212419,Aadhaar-6419-3419
VIC02420,KSP/DIS002/2026/02420,Ramesh Khan,Male,55,9876112420,"Bengaluru Rural Traffic PS Sector 1, Bengaluru Rural",IT Software Engineer,Minor Contusion,Statement of Ramesh Khan recorded regarding Terror Related Activity.,victim.2420@ksp-citizen.in,Mild,MR2420,Bengaluru Rural District General Hospital,Safe & Recovered,9876212420,Aadhaar-6420-3420
VIC02421,KSP/DIS003/2026/02421,Sunita Mehta,Female,56,9876112421,"Ramanagara Town PS Sector 2, Ramanagara",Business Owner,Minor Contusion,Statement of Sunita Mehta recorded regarding Corruption.,victim.2421@ksp-citizen.in,Mild,MR2421,Ramanagara District General Hospital,Safe & Recovered,9876212421,Aadhaar-6421-3421
VIC02422,KSP/DIS004/2026/02422,Vijay Kulkarni,Male,57,9876112422,"Chikkaballapura Central PS Sector 3, Chikkaballapura",IT Software Engineer,Minor Contusion,Statement of Vijay Kulkarni recorded regarding Economic Offence.,victim.2422@ksp-citizen.in,Mild,MR2422,Chikkaballapura District General Hospital,Safe & Recovered,9876212422,Aadhaar-6422-3422
VIC02423,KSP/DIS005/2026/02423,Manjunath Hegde,Male,58,9876112423,"Kolar Cyber Crime PS Sector 4, Kolar",Business Owner,Minor Contusion,Statement of Manjunath Hegde recorded regarding White Collar Crime.,victim.2423@ksp-citizen.in,Mild,MR2423,Kolar District General Hospital,Safe & Recovered,9876212423,Aadhaar-6423-3423
VIC02424,KSP/DIS006/2026/02424,Meena Shetty,Female,59,9876112424,"Tumakuru Traffic PS Sector 5, Tumakuru",IT Software Engineer,Minor Contusion,Statement of Meena Shetty recorded regarding Smuggling.,victim.2424@ksp-citizen.in,Mild,MR2424,Tumakuru District General Hospital,Safe & Recovered,9876212424,Aadhaar-6424-3424
VIC02425,KSP/DIS007/2026/02425,Anil Bhat,Male,60,9876112425,"Shivamogga Town PS Sector 1, Shivamogga",Business Owner,Minor Contusion,Statement of Anil Bhat recorded regarding Extortion.,victim.2425@ksp-citizen.in,Mild,MR2425,Shivamogga District General Hospital,Safe & Recovered,9876212425,Aadhaar-6425-3425
VIC02426,KSP/DIS008/2026/02426,Sunil Deshmukh,Male,61,9876112426,"Chitradurga Central PS Sector 2, Chitradurga",IT Software Engineer,Minor Contusion,Statement of Sunil Deshmukh recorded regarding Blackmail.,victim.2426@ksp-citizen.in,Mild,MR2426,Chitradurga District General Hospital,Safe & Recovered,9876212426,Aadhaar-6426-3426
VIC02427,KSP/DIS009/2026/02427,Bhavya Joshi,Female,62,9876112427,"Davanagere Cyber Crime PS Sector 3, Davanagere",Business Owner,Minor Contusion,Statement of Bhavya Joshi recorded regarding Counterfeit Currency.,victim.2427@ksp-citizen.in,Mild,MR2427,Davanagere District General Hospital,Safe & Recovered,9876212427,Aadhaar-6427-3427
VIC02428,KSP/DIS010/2026/02428,Ganesh Naik,Male,63,9876112428,"Mysuru Traffic PS Sector 4, Mysuru",IT Software Engineer,Minor Contusion,Statement of Ganesh Naik recorded regarding Fake Documents.,victim.2428@ksp-citizen.in,Mild,MR2428,Mysuru District General Hospital,Safe & Recovered,9876212428,Aadhaar-6428-3428
VIC02429,KSP/DIS011/2026/02429,Nitin Iyengar,Male,64,9876112429,"Mandya Town PS Sector 5, Mandya",Business Owner,Minor Contusion,Statement of Nitin Iyengar recorded regarding Hit and Run.,victim.2429@ksp-citizen.in,Mild,MR2429,Mandya District General Hospital,Safe & Recovered,9876212429,Aadhaar-6429-3429
VIC02430,KSP/DIS012/2026/02430,Ananya Gowda,Female,20,9876112430,"Hassan Central PS Sector 1, Hassan",IT Software Engineer,Minor Contusion,Statement of Ananya Gowda recorded regarding Road Accident.,victim.2430@ksp-citizen.in,Mild,MR2430,Hassan District General Hospital,Safe & Recovered,9876212430,Aadhaar-6430-3430
VIC02431,KSP/DIS013/2026/02431,Vikas Patil,Male,21,9876112431,"Chamarajanagara Cyber Crime PS Sector 2, Chamarajanagara",Business Owner,Minor Contusion,Statement of Vikas Patil recorded regarding Fire Incident.,victim.2431@ksp-citizen.in,Mild,MR2431,Chamarajanagara District General Hospital,Safe & Recovered,9876212431,Aadhaar-6431-3431
VIC02432,KSP/DIS014/2026/02432,Rahul Kumar,Male,22,9876112432,"Kodagu Traffic PS Sector 3, Kodagu",IT Software Engineer,Minor Contusion,Statement of Rahul Kumar recorded regarding Unknown Dead Body.,victim.2432@ksp-citizen.in,Mild,MR2432,Kodagu District General Hospital,Safe & Recovered,9876212432,Aadhaar-6432-3432
VIC02433,KSP/DIS015/2026/02433,Pooja Rao,Female,23,9876112433,"Dakshina Kannada (Mangaluru) Town PS Sector 4, Dakshina Kannada (Mangaluru)",Business Owner,Minor Contusion,Statement of Pooja Rao recorded regarding Suicide Investigation.,victim.2433@ksp-citizen.in,Mild,MR2433,Dakshina Kannada (Mangaluru) District General Hospital,Safe & Recovered,9876212433,Aadhaar-6433-3433
VIC02434,KSP/DIS016/2026/02434,Ajay Sharma,Male,24,9876112434,"Udupi Central PS Sector 5, Udupi",IT Software Engineer,Minor Contusion,Statement of Ajay Sharma recorded regarding Property Disputes.,victim.2434@ksp-citizen.in,Mild,MR2434,Udupi District General Hospital,Safe & Recovered,9876212434,Aadhaar-6434-3434
VIC02435,KSP/DIS017/2026/02435,Rohan Nair,Male,25,9876112435,"Uttara Kannada (Karwar) Cyber Crime PS Sector 1, Uttara Kannada (Karwar)",Business Owner,Minor Contusion,Statement of Rohan Nair recorded regarding Public Disturbance.,victim.2435@ksp-citizen.in,Mild,MR2435,Uttara Kannada (Karwar) District General Hospital,Safe & Recovered,9876212435,Aadhaar-6435-3435
VIC02436,KSP/DIS018/2026/02436,Sunita Verma,Female,26,9876112436,"Belagavi Traffic PS Sector 2, Belagavi",IT Software Engineer,Minor Contusion,Statement of Sunita Verma recorded regarding Synthetic Drugs (MDMA).,victim.2436@ksp-citizen.in,Mild,MR2436,Belagavi District General Hospital,Safe & Recovered,9876212436,Aadhaar-6436-3436
VIC02437,KSP/DIS019/2026/02437,Sanjay Reddy,Male,27,9876112437,"Dharwad Town PS Sector 3, Dharwad",Business Owner,Fatal Injury,Statement of Sanjay Reddy recorded regarding Murder.,victim.2437@ksp-citizen.in,Critical,MR2437,Dharwad District General Hospital,Deceased,9876212437,Aadhaar-6437-3437
VIC02438,KSP/DIS020/2026/02438,Mahesh Khan,Male,28,9876112438,"Hubballi City Central PS Sector 4, Hubballi City",IT Software Engineer,Fatal Injury,Statement of Mahesh Khan recorded regarding Attempt to Murder.,victim.2438@ksp-citizen.in,Critical,MR2438,Hubballi City District General Hospital,Deceased,9876212438,Aadhaar-6438-3438
VIC02439,KSP/DIS021/2026/02439,Meena Mehta,Female,29,9876112439,"Gadag Cyber Crime PS Sector 5, Gadag",Business Owner,Minor Contusion,Statement of Meena Mehta recorded regarding Assault & Grievous Hurt.,victim.2439@ksp-citizen.in,Mild,MR2439,Gadag District General Hospital,Safe & Recovered,9876212439,Aadhaar-6439-3439
VIC02440,KSP/DIS022/2026/02440,Ramesh Kulkarni,Male,30,9876112440,"Haveri Traffic PS Sector 1, Haveri",IT Software Engineer,Minor Contusion,Statement of Ramesh Kulkarni recorded regarding Kidnapping.,victim.2440@ksp-citizen.in,Mild,MR2440,Haveri District General Hospital,Safe & Recovered,9876212440,Aadhaar-6440-3440
VIC02441,KSP/DIS023/2026/02441,Suresh Hegde,Male,31,9876112441,"Vijayapura Town PS Sector 2, Vijayapura",Business Owner,Minor Contusion,Statement of Suresh Hegde recorded regarding Missing Person.,victim.2441@ksp-citizen.in,Mild,MR2441,Vijayapura District General Hospital,Safe & Recovered,9876212441,Aadhaar-6441-3441
VIC02442,KSP/DIS024/2026/02442,Bhavya Shetty,Female,32,9876112442,"Bagalkote Central PS Sector 3, Bagalkote",IT Software Engineer,Minor Contusion,Statement of Bhavya Shetty recorded regarding Theft.,victim.2442@ksp-citizen.in,Mild,MR2442,Bagalkote District General Hospital,Safe & Recovered,9876212442,Aadhaar-6442-3442
VIC02443,KSP/DIS025/2026/02443,Manjunath Bhat,Male,33,9876112443,"Kalaburagi Cyber Crime PS Sector 4, Kalaburagi",Business Owner,Minor Contusion,Statement of Manjunath Bhat recorded regarding Vehicle Theft.,victim.2443@ksp-citizen.in,Mild,MR2443,Kalaburagi District General Hospital,Safe & Recovered,9876212443,Aadhaar-6443-3443
VIC02444,KSP/DIS026/2026/02444,Karthik Deshmukh,Male,34,9876112444,"Bidar Traffic PS Sector 5, Bidar",IT Software Engineer,Minor Contusion,Statement of Karthik Deshmukh recorded regarding Burglary.,victim.2444@ksp-citizen.in,Mild,MR2444,Bidar District General Hospital,Safe & Recovered,9876212444,Aadhaar-6444-3444
VIC02445,KSP/DIS027/2026/02445,Ananya Joshi,Female,35,9876112445,"Raichur Town PS Sector 1, Raichur",Business Owner,Minor Contusion,Statement of Ananya Joshi recorded regarding Robbery.,victim.2445@ksp-citizen.in,Mild,MR2445,Raichur District General Hospital,Safe & Recovered,9876212445,Aadhaar-6445-3445
VIC02446,KSP/DIS028/2026/02446,Sunil Naik,Male,36,9876112446,"Koppal Central PS Sector 2, Koppal",IT Software Engineer,Minor Contusion,Statement of Sunil Naik recorded regarding Chain Snatching.,victim.2446@ksp-citizen.in,Mild,MR2446,Koppal District General Hospital,Safe & Recovered,9876212446,Aadhaar-6446-3446
VIC02447,KSP/DIS029/2026/02447,Praveen Iyengar,Male,37,9876112447,"Yadgir Cyber Crime PS Sector 3, Yadgir",Business Owner,Minor Contusion,Statement of Praveen Iyengar recorded regarding Cyber Crime.,victim.2447@ksp-citizen.in,Mild,MR2447,Yadgir District General Hospital,Safe & Recovered,9876212447,Aadhaar-6447-3447
VIC02448,KSP/DIS030/2026/02448,Pooja Gowda,Female,38,9876112448,"Ballari Traffic PS Sector 4, Ballari",IT Software Engineer,Minor Contusion,Statement of Pooja Gowda recorded regarding UPI Fraud.,victim.2448@ksp-citizen.in,Mild,MR2448,Ballari District General Hospital,Safe & Recovered,9876212448,Aadhaar-6448-3448
VIC02449,KSP/DIS031/2026/02449,Nitin Patil,Male,39,9876112449,"Vijayanagara (Hospete) Town PS Sector 5, Vijayanagara (Hospete)",Business Owner,Minor Contusion,Statement of Nitin Patil recorded regarding Online Banking Fraud.,victim.2449@ksp-citizen.in,Mild,MR2449,Vijayanagara (Hospete) District General Hospital,Safe & Recovered,9876212449,Aadhaar-6449-3449
VIC02450,KSP/DIS001/2026/02450,Niranjan Kumar,Male,40,9876112450,"Bengaluru Urban Central PS Sector 1, Bengaluru Urban",IT Software Engineer,Minor Contusion,Statement of Niranjan Kumar recorded regarding Identity Theft.,victim.2450@ksp-citizen.in,Mild,MR2450,Bengaluru Urban District General Hospital,Safe & Recovered,9876212450,Aadhaar-6450-3450
VIC02451,KSP/DIS002/2026/02451,Sunita Rao,Female,41,9876112451,"Bengaluru Rural Cyber Crime PS Sector 2, Bengaluru Rural",Business Owner,Minor Contusion,Statement of Sunita Rao recorded regarding ATM Fraud.,victim.2451@ksp-citizen.in,Mild,MR2451,Bengaluru Rural District General Hospital,Safe & Recovered,9876212451,Aadhaar-6451-3451
